time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2025-07-12 14:00,14632.700,0.000,3185.411,0.000,-393,-491,-449
2025-07-12 14:15,14632.700,0.000,3185.707,0.000,-610,-562,-388
2025-07-12 14:30,14632.700,0.000,3186.019,0.000,-573,-634,-472
2025-07-12 14:45,14632.700,0.000,3186.307,0.000,-431,-423,-400
2025-07-12 15:00,14632.700,0.000,3186.552,0.000,-436,-476,-256
2025-07-12 15:15,14632.700,0.000,3186.760,0.000,-384,-342,-330
2025-07-12 15:30,14632.700,0.000,3186.949,0.000,-360,-425,-237
2025-07-12 15:45,14632.700,0.000,3187.117,0.000,-323,-291,-261
2025-07-12 16:00,14632.700,0.000,3187.260,0.000,-200,-171,-230
2025-07-12 16:15,14632.700,0.000,3187.352,0.000,-152,-160,-174
2025-07-12 16:30,14632.700,0.000,3187.389,0.000,-66,-70,-41
2025-07-12 16:45,14632.715,0.000,3187.389,0.000,18,19,26
2025-07-12 17:00,14632.750,0.000,3187.389,0.000,60,58,50
2025-07-12 17:15,14632.863,0.000,3187.389,0.000,193,165,175
2025-07-12 17:30,14633.026,0.000,3187.389,0.000,286,262,138
2025-07-12 17:45,14633.221,0.000,3187.389,0.000,286,259,353
2025-07-12 18:00,14633.467,0.000,3187.389,0.000,461,368,361
2025-07-12 18:15,14633.760,0.000,3187.389,0.000,507,550,386
2025-07-12 18:30,14634.110,0.000,3187.389,0.000,651,587,643
2025-07-12 18:45,14634.469,0.000,3187.389,0.000,675,613,591
2025-07-12 19:00,14634.857,0.000,3187.389,0.000,735,729,691
2025-07-12 19:15,14635.266,0.000,3187.389,0.000,686,789,749
2025-07-12 19:30,14635.702,0.000,3187.389,0.000,791,897,457
2025-07-12 19:45,14636.137,0.000,3187.389,0.000,678,622,661
2025-07-12 20:00,14636.572,0.000,3187.389,0.000,908,1029,474
2025-07-12 20:15,14636.994,0.000,3187.389,0.000,718,631,474
2025-07-12 20:30,14637.416,0.000,3187.389,0.000,722,669,939
2025-07-12 20:45,14637.786,0.000,3187.389,0.000,837,599,563
2025-07-12 21:00,14638.143,0.000,3187.389,0.000,765,745,439
2025-07-12 21:15,14638.450,0.000,3187.389,0.000,453,454,453
2025-07-12 21:30,14638.728,0.000,3187.389,0.000,561,483,377
2025-07-12 21:45,14638.989,0.000,3187.389,0.000,388,369,524
2025-07-12 22:00,14639.224,0.000,3187.389,0.000,433,403,426
2025-07-12 22:15,14639.428,0.000,3187.389,0.000,283,280,435
2025-07-12 22:30,14639.588,0.000,3187.389,0.000,340,352,135
2025-07-12 22:45,14639.750,0.000,3187.389,0.000,290,317,283
2025-07-12 23:00,14639.876,0.000,3187.389,0.000,258,217,217
2025-07-12 23:15,14639.978,0.000,3187.389,0.000,149,155,199
2025-07-12 23:30,14640.082,0.000,3187.389,0.000,162,226,186
2025-07-12 23:45,14640.176,0.000,3187.389,0.000,117,117,176
2025-07-13 00:00,14640.232,0.000,3187.389,0.000,101,100,105
2025-07-13 00:15,14640.302,0.000,3187.389,0.000,86,101,116
2025-07-13 00:30,14640.377,0.000,3187.389,0.000,135,130,68
2025-07-13 00:45,14640.468,0.000,3187.389,0.000,154,156,93
2025-07-13 01:00,14640.547,0.000,3187.389,0.000,134,135,132
2025-07-13 01:15,14640.639,0.000,3187.389,0.000,166,144,140
2025-07-13 01:30,14640.724,0.000,3187.389,0.000,126,160,149
2025-07-13 01:45,14640.803,0.000,3187.389,0.000,170,161,70
2025-07-13 02:00,14640.874,0.000,3187.389,0.000,123,146,76
2025-07-13 02:15,14640.948,0.000,3187.389,0.000,121,174,113
2025-07-13 02:30,14641.041,0.000,3187.389,0.000,184,147,125
2025-07-13 02:45,14641.120,0.000,3187.389,0.000,162,132,102
2025-07-13 03:00,14641.199,0.000,3187.389,0.000,114,145,79
2025-07-13 03:15,14641.285,0.000,3187.389,0.000,156,136,139
2025-07-13 03:30,14641.374,0.000,3187.389,0.000,125,121,142
2025-07-13 03:45,14641.437,0.000,3187.389,0.000,138,95,91
2025-07-13 04:00,14641.495,0.000,3187.389,0.000,84,107,99
2025-07-13 04:15,14641.557,0.000,3187.389,0.000,116,134,96
2025-07-13 04:30,14641.624,0.000,3187.389,0.000,116,120,89
2025-07-13 04:45,14641.705,0.000,3187.389,0.000,131,145,103
2025-07-13 05:00,14641.777,0.000,3187.389,0.000,142,147,92
2025-07-13 05:15,14641.864,0.000,3187.389,0.000,165,144,100
2025-07-13 05:30,14641.942,0.000,3187.389,0.000,120,110,100
2025-07-13 05:45,14642.017,0.000,3187.389,0.000,168,144,101
2025-07-13 06:00,14642.118,0.000,3187.389,0.000,178,202,91
2025-07-13 06:15,14642.216,0.000,3187.389,0.000,171,220,132
2025-07-13 06:30,14642.327,0.000,3187.389,0.000,223,232,162
2025-07-13 06:45,14642.407,0.000,3187.389,0.000,115,122,122
2025-07-13 07:00,14642.493,0.000,3187.389,0.000,157,131,109
2025-07-13 07:15,14642.611,0.000,3187.389,0.000,194,178,235
2025-07-13 07:30,14642.724,0.000,3187.389,0.000,226,202,109
2025-07-13 07:45,14642.818,0.000,3187.389,0.000,190,136,125
2025-07-13 08:00,14642.891,0.000,3187.389,0.000,136,124,129
2025-07-13 08:15,14642.935,0.000,3187.389,0.000,73,78,45
2025-07-13 08:30,14642.966,0.000,3187.389,0.000,59,55,25
2025-07-13 08:45,14642.969,0.000,3187.389,0.000,3,3,4
2025-07-13 09:00,14642.969,0.000,3187.445,0.000,-102,-85,-94
2025-07-13 09:15,14642.969,0.000,3187.517,0.000,-97,-107,-108
2025-07-13 09:30,14642.969,0.000,3187.627,0.000,-156,-164,-165
2025-07-13 09:45,14642.969,0.000,3187.782,0.000,-319,-338,-171
2025-07-13 10:00,14642.969,0.000,3187.998,0.000,-399,-492,-253
2025-07-13 10:15,14642.969,0.000,3188.219,0.000,-300,-303,-416
2025-07-13 10:30,14642.969,0.000,3188.477,0.000,-345,-351,-449
2025-07-13 10:45,14642.969,0.000,3188.771,0.000,-502,-552,-522
2025-07-13 11:00,14642.969,0.000,3189.074,0.000,-468,-499,-396
2025-07-13 11:15,14642.969,0.000,3189.418,0.000,-633,-543,-667
2025-07-13 11:30,14642.969,0.000,3189.777,0.000,-712,-680,-504
2025-07-13 11:45,14642.969,0.000,3190.164,0.000,-885,-802,-386
2025-07-13 12:00,14642.969,0.000,3190.568,0.000,-764,-693,-628
2025-07-13 12:15,14642.969,0.000,3190.951,0.000,-584,-823,-593
2025-07-13 12:30,14642.969,0.000,3191.353,0.000,-628,-735,-582
2025-07-13 12:45,14642.969,0.000,3191.752,0.000,-663,-892,-673
2025-07-13 13:00,14642.969,0.000,3192.178,0.000,-627,-868,-539
2025-07-13 13:15,14642.969,0.000,3192.603,0.000,-865,-905,-487
2025-07-13 13:30,14642.969,0.000,3192.990,0.000,-500,-484,-644
2025-07-13 13:45,14642.969,0.000,3193.400,0.000,-737,-854,-633
2025-07-13 14:00,14642.969,0.000,3193.766,0.000,-731,-831,-438
2025-07-13 14:15,14642.969,0.000,3194.139,0.000,-549,-573,-468
2025-07-13 14:30,14642.969,0.000,3194.485,0.000,-537,-546,-519
2025-07-13 14:45,14642.969,0.000,3194.808,0.000,-543,-582,-534
2025-07-13 15:00,14642.969,0.000,3195.106,0.000,-412,-456,-589
2025-07-13 15:15,14642.969,0.000,3195.368,0.000,-464,-518,-343
2025-07-13 15:30,14642.969,0.000,3195.606,0.000,-533,-526,-238
2025-07-13 15:45,14642.969,0.000,3195.796,0.000,-379,-435,-206
2025-07-13 16:00,14642.969,0.000,3195.974,0.000,-350,-321,-239
2025-07-13 16:15,14642.969,0.000,3196.090,0.000,-177,-212,-110
2025-07-13 16:30,14642.969,0.000,3196.181,0.000,-172,-183,-79
2025-07-13 16:45,14642.969,0.000,3196.216,0.000,-68,-58,-46
2025-07-13 17:00,14642.993,0.000,3196.216,0.000,51,52,24
2025-07-13 17:15,14643.059,0.000,3196.216,0.000,108,108,129
2025-07-13 17:30,14643.203,0.000,3196.216,0.000,248,227,193
2025-07-13 17:45,14643.376,0.000,3196.216,0.000,339,340,141
2025-07-13 18:00,14643.620,0.000,3196.216,0.000,344,423,369
2025-07-13 18:15,14643.902,0.000,3196.216,0.000,422,644,435
2025-07-13 18:30,14644.225,0.000,3196.216,0.000,597,642,526
2025-07-13 18:45,14644.597,0.000,3196.216,0.000,732,819,470
2025-07-13 19:00,14645.002,0.000,3196.216,0.000,705,631,576
2025-07-13 19:15,14645.415,0.000,3196.216,0.000,614,723,530
2025-07-13 19:30,14645.864,0.000,3196.216,0.000,655,788,458
2025-07-13 19:45,14646.300,0.000,3196.216,0.000,804,778,359
2025-07-13 20:00,14646.749,0.000,3196.216,0.000,707,917,673
2025-07-13 20:15,14647.186,0.000,3196.216,0.000,976,805,648
2025-07-13 20:30,14647.592,0.000,3196.216,0.000,554,599,565
2025-07-13 20:45,14647.971,0.000,3196.216,0.000,635,705,601
2025-07-13 21:00,14648.347,0.000,3196.216,0.000,655,576,499
2025-07-13 21:15,14648.689,0.000,3196.216,0.000,438,619,480
2025-07-13 21:30,14648.968,0.000,3196.216,0.000,416,348,449
2025-07-13 21:45,14649.238,0.000,3196.216,0.000,435,560,375
2025-07-13 22:00,14649.477,0.000,3196.216,0.000,363,428,432
2025-07-13 22:15,14649.688,0.000,3196.216,0.000,340,311,349
2025-07-13 22:30,14649.848,0.000,3196.216,0.000,227,253,266
2025-07-13 22:45,14649.999,0.000,3196.216,0.000,262,190,212
2025-07-13 23:00,14650.141,0.000,3196.216,0.000,235,210,166
2025-07-13 23:15,14650.246,0.000,3196.216,0.000,168,178,238
2025-07-13 23:30,14650.370,0.000,3196.216,0.000,230,198,239
2025-07-13 23:45,14650.477,0.000,3196.216,0.000,176,238,149
2025-07-14 00:00,14650.560,0.000,3196.216,0.000,134,149,146
2025-07-14 00:15,14650.637,0.000,3196.216,0.000,178,169,77
2025-07-14 00:30,14650.694,0.000,3196.216,0.000,100,135,79
2025-07-14 00:45,14650.759,0.000,3196.216,0.000,110,143,109
2025-07-14 01:00,14650.845,0.000,3196.216,0.000,153,155,149
2025-07-14 01:15,14650.909,0.000,3196.216,0.000,86,96,108
2025-07-14 01:30,14650.974,0.000,3196.216,0.000,99,131,79
2025-07-14 01:45,14651.050,0.000,3196.216,0.000,126,175,119
2025-07-14 02:00,14651.119,0.000,3196.216,0.000,113,113,162
2025-07-14 02:15,14651.201,0.000,3196.216,0.000,165,140,80
2025-07-14 02:30,14651.266,0.000,3196.216,0.000,115,110,51
2025-07-14 02:45,14651.328,0.000,3196.216,0.000,98,109,62
2025-07-14 03:00,14651.405,0.000,3196.216,0.000,104,130,122
2025-07-14 03:15,14651.491,0.000,3196.216,0.000,165,137,166
2025-07-14 03:30,14651.551,0.000,3196.216,0.000,91,95,109
2025-07-14 03:45,14651.611,0.000,3196.216,0.000,107,89,93
2025-07-14 04:00,14651.670,0.000,3196.216,0.000,98,108,76
2025-07-14 04:15,14651.756,0.000,3196.216,0.000,179,126,141
2025-07-14 04:30,14651.842,0.000,3196.216,0.000,160,130,107
2025-07-14 04:45,14651.932,0.000,3196.216,0.000,161,169,103
2025-07-14 05:00,14652.014,0.000,3196.216,0.000,130,137,159
2025-07-14 05:15,14652.099,0.000,3196.216,0.000,116,130,118
2025-07-14 05:30,14652.195,0.000,3196.216,0.000,145,182,139
2025-07-14 05:45,14652.293,0.000,3196.216,0.000,151,151,200
2025-07-14 06:00,14652.370,0.000,3196.216,0.000,101,107,128
2025-07-14 06:15,14652.480,0.000,3196.216,0.000,197,197,105
2025-07-14 06:30,14652.569,0.000,3196.216,0.000,152,208,129
2025-07-14 06:45,14652.692,0.000,3196.216,0.000,200,210,174
2025-07-14 07:00,14652.790,0.000,3196.216,0.000,216,198,125
2025-07-14 07:15,14652.917,0.000,3196.216,0.000,200,226,182
2025-07-14 07:30,14653.020,0.000,3196.216,0.000,147,178,154
2025-07-14 07:45,14653.119,0.000,3196.216,0.000,196,218,137
2025-07-14 08:00,14653.207,0.000,3196.216,0.000,161,186,126
2025-07-14 08:15,14653.306,0.000,3196.216,0.000,147,197,124
2025-07-14 08:30,14653.368,0.000,3196.216,0.000,111,110,84
2025-07-14 08:45,14653.418,0.000,3196.216,0.000,72,94,72
2025-07-14 09:00,14653.438,0.000,3196.216,0.000,35,30,23
2025-07-14 09:15,14653.438,0.000,3196.252,0.000,-59,-64,-37
2025-07-14 09:30,14653.438,0.000,3196.335,0.000,-127,-102,-133
2025-07-14 09:45,14653.438,0.000,3196.417,0.000,-124,-102,-124
2025-07-14 10:00,14653.438,0.000,3196.546,0.000,-242,-205,-251
2025-07-14 10:15,14653.438,0.000,3196.715,0.000,-310,-305,-109
2025-07-14 10:30,14653.438,0.000,3196.916,0.000,-469,-404,-240
2025-07-14 10:45,14653.438,0.000,3197.105,0.000,-332,-394,-232
2025-07-14 11:00,14653.438,0.000,3197.332,0.000,-370,-417,-278
2025-07-14 11:15,14653.438,0.000,3197.579,0.000,-513,-506,-241
2025-07-14 11:30,14653.438,0.000,3197.850,0.000,-539,-461,-437
2025-07-14 11:45,14653.438,0.000,3198.118,0.000,-439,-389,-359
2025-07-14 12:00,14653.438,0.000,3198.393,0.000,-402,-412,-467
2025-07-14 12:15,14653.438,0.000,3198.666,0.000,-391,-482,-485
2025-07-14 12:30,14653.438,0.000,3198.980,0.000,-494,-597,-429
2025-07-14 12:45,14653.438,0.000,3199.277,0.000,-441,-504,-446
2025-07-14 13:00,14653.438,0.000,3199.579,0.000,-503,-580,-473
2025-07-14 13:15,14653.438,0.000,3199.898,0.000,-502,-560,-701
2025-07-14 13:30,14653.438,0.000,3200.206,0.000,-511,-548,-367
2025-07-14 13:45,14653.438,0.000,3200.485,0.000,-509,-419,-544
2025-07-14 14:00,14653.438,0.000,3200.749,0.000,-557,-441,-395
2025-07-14 14:15,14653.438,0.000,3201.007,0.000,-347,-396,-488
2025-07-14 14:30,14653.438,0.000,3201.253,0.000,-381,-435,-382
2025-07-14 14:45,14653.438,0.000,3201.477,0.000,-277,-365,-343
2025-07-14 15:00,14653.438,0.000,3201.681,0.000,-423,-408,-293
2025-07-14 15:15,14653.438,0.000,3201.875,0.000,-381,-391,-201
2025-07-14 15:30,14653.438,0.000,3202.025,0.000,-196,-190,-253
2025-07-14 15:45,14653.438,0.000,3202.152,0.000,-253,-245,-115
2025-07-14 16:00,14653.438,0.000,3202.261,0.000,-146,-180,-161
2025-07-14 16:15,14653.438,0.000,3202.322,0.000,-96,-97,-129
2025-07-14 16:30,14653.438,0.000,3202.360,0.000,-60,-68,-65
2025-07-14 16:45,14653.464,0.000,3202.360,0.000,46,50,23
2025-07-14 17:00,14653.534,0.000,3202.360,0.000,123,131,52
2025-07-14 17:15,14653.632,0.000,3202.360,0.000,159,131,173
2025-07-14 17:30,14653.799,0.000,3202.360,0.000,249,256,277
2025-07-14 17:45,14654.022,0.000,3202.360,0.000,339,269,347
2025-07-14 18:00,14654.272,0.000,3202.360,0.000,374,328,424
2025-07-14 18:15,14654.568,0.000,3202.360,0.000,644,529,471
2025-07-14 18:30,14654.901,0.000,3202.360,0.000,576,756,436
2025-07-14 18:45,14655.293,0.000,3202.360,0.000,841,815,403
2025-07-14 19:00,14655.692,0.000,3202.360,0.000,635,619,846
2025-07-14 19:15,14656.138,0.000,3202.360,0.000,696,800,850
2025-07-14 19:30,14656.592,0.000,3202.360,0.000,782,913,596
2025-07-14 19:45,14657.043,0.000,3202.360,0.000,638,827,528
2025-07-14 20:00,14657.489,0.000,3202.360,0.000,813,711,445
2025-07-14 20:15,14657.905,0.000,3202.360,0.000,683,690,757
2025-07-14 20:30,14658.335,0.000,3202.360,0.000,1012,718,627
2025-07-14 20:45,14658.704,0.000,3202.360,0.000,683,608,384
2025-07-14 21:00,14659.056,0.000,3202.360,0.000,677,740,353
2025-07-14 21:15,14659.398,0.000,3202.360,0.000,541,693,483
2025-07-14 21:30,14659.703,0.000,3202.360,0.000,409,518,485
2025-07-14 21:45,14659.965,0.000,3202.360,0.000,525,554,280
2025-07-14 22:00,14660.202,0.000,3202.360,0.000,399,477,239
2025-07-14 22:15,14660.411,0.000,3202.360,0.000,313,396,342
2025-07-14 22:30,14660.601,0.000,3202.360,0.000,316,398,339
2025-07-14 22:45,14660.737,0.000,3202.360,0.000,247,199,234
2025-07-14 23:00,14660.883,0.000,3202.360,0.000,306,254,212
2025-07-14 23:15,14661.006,0.000,3202.360,0.000,182,246,197
2025-07-14 23:30,14661.098,0.000,3202.360,0.000,161,148,180
2025-07-14 23:45,14661.199,0.000,3202.360,0.000,194,201,108
2025-07-15 00:00,14661.292,0.000,3202.360,0.000,155,166,176
2025-07-15 00:15,14661.353,0.000,3202.360,0.000,74,73,114
2025-07-15 00:30,14661.428,0.000,3202.360,0.000,139,98,101
2025-07-15 00:45,14661.505,0.000,3202.360,0.000,170,149,97
2025-07-15 01:00,14661.592,0.000,3202.360,0.000,180,165,136
2025-07-15 01:15,14661.649,0.000,3202.360,0.000,111,82,67
2025-07-15 01:30,14661.713,0.000,3202.360,0.000,115,107,96
2025-07-15 01:45,14661.791,0.000,3202.360,0.000,147,135,144
2025-07-15 02:00,14661.880,0.000,3202.360,0.000,138,151,197
2025-07-15 02:15,14661.947,0.000,3202.360,0.000,88,102,122
2025-07-15 02:30,14662.004,0.000,3202.360,0.000,83,69,88
2025-07-15 02:45,14662.096,0.000,3202.360,0.000,116,155,131
2025-07-15 03:00,14662.155,0.000,3202.360,0.000,123,133,54
2025-07-15 03:15,14662.219,0.000,3202.360,0.000,118,87,92
2025-07-15 03:30,14662.301,0.000,3202.360,0.000,150,162,86
2025-07-15 03:45,14662.384,0.000,3202.360,0.000,143,116,132
2025-07-15 04:00,14662.472,0.000,3202.360,0.000,131,163,125
2025-07-15 04:15,14662.543,0.000,3202.360,0.000,120,136,125
2025-07-15 04:30,14662.604,0.000,3202.360,0.000,95,83,82
2025-07-15 04:45,14662.688,0.000,3202.360,0.000,143,159,73
2025-07-15 05:00,14662.756,0.000,3202.360,0.000,97,90,121
2025-07-15 05:15,14662.835,0.000,3202.360,0.000,128,144,140
2025-07-15 05:30,14662.898,0.000,3202.360,0.000,85,85,102
2025-07-15 05:45,14662.979,0.000,3202.360,0.000,149,127,151
2025-07-15 06:00,14663.067,0.000,3202.360,0.000,143,179,117
2025-07-15 06:15,14663.139,0.000,3202.360,0.000,118,156,108
2025-07-15 06:30,14663.219,0.000,3202.360,0.000,120,163,144
2025-07-15 06:45,14663.325,0.000,3202.360,0.000,147,179,140
2025-07-15 07:00,14663.405,0.000,3202.360,0.000,139,119,94
2025-07-15 07:15,14663.476,0.000,3202.360,0.000,116,123,154
2025-07-15 07:30,14663.539,0.000,3202.360,0.000,116,98,121
2025-07-15 07:45,14663.610,0.000,3202.360,0.000,99,121,127
2025-07-15 08:00,14663.660,0.000,3202.360,0.000,79,111,80
2025-07-15 08:15,14663.687,0.000,3202.360,0.000,46,46,53
2025-07-15 08:30,14663.694,0.000,3202.360,0.000,13,14,7
2025-07-15 08:45,14663.694,0.000,3202.385,0.000,-31,-37,-40
2025-07-15 09:00,14663.694,0.000,3202.482,0.000,-172,-135,-163
2025-07-15 09:15,14663.694,0.000,3202.627,0.000,-217,-233,-272
2025-07-15 09:30,14663.694,0.000,3202.804,0.000,-280,-382,-257
2025-07-15 09:45,14663.694,0.000,3203.009,0.000,-427,-426,-195
2025-07-15 10:00,14663.694,0.000,3203.262,0.000,-553,-441,-298
2025-07-15 10:15,14663.694,0.000,3203.557,0.000,-495,-573,-587
2025-07-15 10:30,14663.694,0.000,3203.884,0.000,-457,-595,-338
2025-07-15 10:45,14663.694,0.000,3204.254,0.000,-665,-634,-547
2025-07-15 11:00,14663.694,0.000,3204.639,0.000,-566,-502,-641
2025-07-15 11:15,14663.694,0.000,3205.051,0.000,-702,-812,-542
2025-07-15 11:30,14663.694,0.000,3205.491,0.000,-688,-869,-856
2025-07-15 11:45,14663.694,0.000,3205.932,0.000,-681,-811,-779
2025-07-15 12:00,14663.694,0.000,3206.422,0.000,-858,-886,-425
2025-07-15 12:15,14663.694,0.000,3206.893,0.000,-850,-761,-967
2025-07-15 12:30,14663.694,0.000,3207.404,0.000,-1064,-1027,-488
2025-07-15 12:45,14663.694,0.000,3207.919,0.000,-801,-867,-532
2025-07-15 13:00,14663.694,0.000,3208.406,0.000,-860,-976,-648
2025-07-15 13:15,14663.694,0.000,3208.909,0.000,-901,-846,-895
2025-07-15 13:30,14663.694,0.000,3209.387,0.000,-1077,-943,-637
2025-07-15 13:45,14663.694,0.000,3209.853,0.000,-882,-785,-608
2025-07-15 14:00,14663.694,0.000,3210.333,0.000,-804,-888,-579
2025-07-15 14:15,14663.694,0.000,3210.794,0.000,-699,-932,-598
2025-07-15 14:30,14663.694,0.000,3211.206,0.000,-699,-599,-535
2025-07-15 14:45,14663.694,0.000,3211.604,0.000,-640,-634,-437
2025-07-15 15:00,14663.694,0.000,3211.963,0.000,-625,-497,-564
2025-07-15 15:15,14663.694,0.000,3212.289,0.000,-498,-580,-409
2025-07-15 15:30,14663.694,0.000,3212.585,0.000,-570,-378,-382
2025-07-15 15:45,14663.694,0.000,3212.840,0.000,-383,-418,-282
2025-07-15 16:00,14663.694,0.000,3213.062,0.000,-324,-405,-297
2025-07-15 16:15,14663.694,0.000,3213.245,0.000,-326,-391,-236
2025-07-15 16:30,14663.694,0.000,3213.372,0.000,-192,-256,-155
2025-07-15 16:45,14663.694,0.000,3213.456,0.000,-138,-157,-172
2025-07-15 17:00,14663.694,0.000,3213.469,0.000,-26,-26,-9
2025-07-15 17:15,14663.715,0.000,3213.469,0.000,45,32,32
2025-07-15 17:30,14663.814,0.000,3213.469,0.000,181,172,150
2025-07-15 17:45,14663.983,0.000,3213.469,0.000,249,316,188
2025-07-15 18:00,14664.198,0.000,3213.469,0.000,334,366,373
2025-07-15 18:15,14664.461,0.000,3213.469,0.000,406,475,255
2025-07-15 18:30,14664.755,0.000,3213.469,0.000,642,580,411
2025-07-15 18:45,14665.096,0.000,3213.469,0.000,485,586,429
2025-07-15 19:00,14665.482,0.000,3213.469,0.000,640,565,572
2025-07-15 19:15,14665.892,0.000,3213.469,0.000,599,743,492
2025-07-15 19:30,14666.312,0.000,3213.469,0.000,934,977,362
2025-07-15 19:45,14666.762,0.000,3213.469,0.000,756,758,385
2025-07-15 20:00,14667.200,0.000,3213.469,0.000,726,857,714
2025-07-15 20:15,14667.642,0.000,3213.469,0.000,947,699,792
2025-07-15 20:30,14668.039,0.000,3213.469,0.000,673,549,503
2025-07-15 20:45,14668.428,0.000,3213.469,0.000,803,750,334
2025-07-15 21:00,14668.769,0.000,3213.469,0.000,472,501,568
2025-07-15 21:15,14669.080,0.000,3213.469,0.000,522,560,454
2025-07-15 21:30,14669.385,0.000,3213.469,0.000,569,500,257
2025-07-15 21:45,14669.635,0.000,3213.469,0.000,515,501,367
2025-07-15 22:00,14669.877,0.000,3213.469,0.000,414,317,332
2025-07-15 22:15,14670.086,0.000,3213.469,0.000,363,352,173
2025-07-15 22:30,14670.252,0.000,3213.469,0.000,386,309,230
2025-07-15 22:45,14670.412,0.000,3213.469,0.000,243,295,297
2025-07-15 23:00,14670.546,0.000,3213.469,0.000,261,216,180
2025-07-15 23:15,14670.679,0.000,3213.469,0.000,206,275,164
2025-07-15 23:30,14670.797,0.000,3213.469,0.000,213,190,135
2025-07-15 23:45,14670.907,0.000,3213.469,0.000,197,148,152
2025-07-16 00:00,14670.978,0.000,3213.469,0.000,119,131,68
2025-07-16 00:15,14671.067,0.000,3213.469,0.000,153,176,134
2025-07-16 00:30,14671.150,0.000,3213.469,0.000,179,182,91
2025-07-16 00:45,14671.242,0.000,3213.469,0.000,132,163,172
2025-07-16 01:00,14671.299,0.000,3213.469,0.000,120,110,86
2025-07-16 01:15,14671.362,0.000,3213.469,0.000,102,108,62
2025-07-16 01:30,14671.443,0.000,3213.469,0.000,117,145,80
2025-07-16 01:45,14671.517,0.000,3213.469,0.000,158,119,118
2025-07-16 02:00,14671.592,0.000,3213.469,0.000,120,97,98
2025-07-16 02:15,14671.651,0.000,3213.469,0.000,104,107,41
2025-07-16 02:30,14671.729,0.000,3213.469,0.000,123,169,139
2025-07-16 02:45,14671.811,0.000,3213.469,0.000,147,136,67
2025-07-16 03:00,14671.878,0.000,3213.469,0.000,161,149,65
2025-07-16 03:15,14671.947,0.000,3213.469,0.000,139,114,95
2025-07-16 03:30,14672.024,0.000,3213.469,0.000,127,147,83
2025-07-16 03:45,14672.106,0.000,3213.469,0.000,149,130,78
2025-07-16 04:00,14672.187,0.000,3213.469,0.000,135,134,87
2025-07-16 04:15,14672.279,0.000,3213.469,0.000,131,170,127
2025-07-16 04:30,14672.343,0.000,3213.469,0.000,99,94,111
2025-07-16 04:45,14672.404,0.000,3213.469,0.000,91,79,100
2025-07-16 05:00,14672.479,0.000,3213.469,0.000,148,103,94
2025-07-16 05:15,14672.548,0.000,3213.469,0.000,113,98,91
2025-07-16 05:30,14672.619,0.000,3213.469,0.000,122,163,98
2025-07-16 05:45,14672.704,0.000,3213.469,0.000,124,122,156
2025-07-16 06:00,14672.801,0.000,3213.469,0.000,156,162,135
2025-07-16 06:15,14672.908,0.000,3213.469,0.000,197,233,141
2025-07-16 06:30,14673.003,0.000,3213.469,0.000,139,154,168
2025-07-16 06:45,14673.114,0.000,3213.469,0.000,164,140,173
2025-07-16 07:00,14673.214,0.000,3213.469,0.000,179,158,89
2025-07-16 07:15,14673.327,0.000,3213.469,0.000,213,214,94
2025-07-16 07:30,14673.427,0.000,3213.469,0.000,146,151,206
2025-07-16 07:45,14673.538,0.000,3213.469,0.000,156,179,221
2025-07-16 08:00,14673.620,0.000,3213.469,0.000,111,146,112
2025-07-16 08:15,14673.676,0.000,3213.469,0.000,92,105,57
2025-07-16 08:30,14673.692,0.000,3213.469,0.000,27,31,28
2025-07-16 08:45,14673.699,0.000,3213.469,0.000,16,14,9
2025-07-16 09:00,14673.699,0.000,3213.498,0.000,-37,-45,-47
2025-07-16 09:15,14673.699,0.000,3213.558,0.000,-81,-92,-83
2025-07-16 09:30,14673.699,0.000,3213.659,0.000,-165,-164,-236
2025-07-16 09:45,14673.699,0.000,3213.803,0.000,-247,-209,-203
2025-07-16 10:00,14673.699,0.000,3213.970,0.000,-255,-351,-268
2025-07-16 10:15,14673.699,0.000,3214.183,0.000,-408,-273,-271
2025-07-16 10:30,14673.699,0.000,3214.440,0.000,-388,-518,-302
2025-07-16 10:45,14673.699,0.000,3214.704,0.000,-392,-539,-407
2025-07-16 11:00,14673.699,0.000,3215.016,0.000,-686,-491,-534
2025-07-16 11:15,14673.699,0.000,3215.332,0.000,-555,-566,-571
2025-07-16 11:30,14673.699,0.000,3215.678,0.000,-679,-483,-446
2025-07-16 11:45,14673.699,0.000,3216.024,0.000,-537,-542,-413
2025-07-16 12:00,14673.699,0.000,3216.377,0.000,-677,-823,-467
2025-07-16 12:15,14673.699,0.000,3216.754,0.000,-686,-680,-465
2025-07-16 12:30,14673.699,0.000,3217.151,0.000,-721,-602,-596
2025-07-16 12:45,14673.699,0.000,3217.528,0.000,-485,-580,-651
2025-07-16 13:00,14673.699,0.000,3217.924,0.000,-734,-757,-340
2025-07-16 13:15,14673.699,0.000,3218.324,0.000,-654,-520,-543
2025-07-16 13:30,14673.699,0.000,3218.692,0.000,-612,-516,-671
2025-07-16 13:45,14673.699,0.000,3219.048,0.000,-606,-627,-362
2025-07-16 14:00,14673.699,0.000,3219.416,0.000,-585,-652,-310
2025-07-16 14:15,14673.699,0.000,3219.766,0.000,-799,-611,-526
2025-07-16 14:30,14673.699,0.000,3220.092,0.000,-563,-517,-615
